network,eta,s_init,s_temporal,condition,rep,r2,lambdaIndex1,lambdaIndex2,lambdaIndex3,fullLambdaIndex
1,0,0.10000000000000001,0.10000000000000001,2,12,-0.01176309299739664,25,22,25,25
1,0,0.10000000000000001,0.10000000000000001,2,13,-0.017622312363457127,25,22,25,25
1,0,0.10000000000000001,0.10000000000000001,2,14,-0.0055062616295098454,22,25,23,23
1,0,0.10000000000000001,0.10000000000000001,2,15,-0.0069089931867754029,24,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,16,-0.012662794165461566,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,17,-0.0087220225414110786,25,22,25,25
1,0,0.10000000000000001,0.10000000000000001,2,18,-0.011647969478234321,25,25,23,25
1,0,0.10000000000000001,0.10000000000000001,2,19,-0.0095438848209969951,24,23,25,25
1,0,0.10000000000000001,0.10000000000000001,2,20,-0.010613621413338103,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,21,-0.0093453917770434103,25,25,22,25
1,0,0.10000000000000001,0.10000000000000001,2,22,-0.009031219029386639,25,25,23,25
1,0,0.10000000000000001,0.10000000000000001,2,23,-0.0096781786464597008,25,25,21,25
1,0,0.10000000000000001,0.10000000000000001,2,24,-0.011266153559787329,22,23,25,24
1,0,0.10000000000000001,0.10000000000000001,2,25,-0.010820050196232556,25,21,25,22
1,0,0.10000000000000001,0.10000000000000001,2,26,-0.012885451800341396,23,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,27,-0.0052847137972116265,21,21,22,21
1,0,0.10000000000000001,0.10000000000000001,2,28,-0.0088840387366129203,21,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,29,-0.011294977529172634,23,21,22,22
1,0,0.10000000000000001,0.10000000000000001,2,30,-0.0070968985563379938,20,22,21,21
1,0,0.10000000000000001,0.10000000000000001,2,31,-0.011384468157128236,22,22,22,22
1,0,0.10000000000000001,0.10000000000000001,2,32,-0.020894679013993445,23,25,23,24
1,0,0.10000000000000001,0.10000000000000001,2,33,-0.0069311295280063412,21,25,23,23
1,0,0.10000000000000001,0.10000000000000001,2,34,-0.0053823775224075554,22,22,24,22
1,0,0.10000000000000001,0.10000000000000001,2,35,-0.013126945275463431,22,23,24,22
1,0,0.10000000000000001,0.10000000000000001,2,36,-0.015893621405842273,25,22,25,25
1,0,0.10000000000000001,0.10000000000000001,2,37,-0.013193513369499588,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,38,-0.0049148395014422253,22,25,22,22
1,0,0.10000000000000001,0.10000000000000001,2,39,-0.0076060772012940259,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,40,-0.011662275373135023,24,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,41,-0.01599971498516739,23,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,42,-0.012714938868805481,21,25,21,21
1,0,0.10000000000000001,0.10000000000000001,2,43,-0.013543468494530142,25,25,24,25
1,0,0.10000000000000001,0.10000000000000001,2,44,-0.0099035768268229685,21,25,22,23
1,0,0.10000000000000001,0.10000000000000001,2,45,-0.010223561695071881,22,23,25,23
1,0,0.10000000000000001,0.10000000000000001,2,46,-0.0055797882384418518,25,22,25,23
1,0,0.10000000000000001,0.10000000000000001,2,47,-0.013451280060030157,23,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,48,-0.0080276542430472997,25,21,22,22
1,0,0.10000000000000001,0.10000000000000001,2,49,-0.0088999992608942424,25,25,23,25
1,0,0.10000000000000001,0.10000000000000001,2,50,-0.014060098710106939,23,25,23,24
1,0,0.10000000000000001,0.10000000000000001,2,51,-0.015141088485227439,21,21,20,21
1,0,0.10000000000000001,0.10000000000000001,2,52,-0.01678031784180134,25,24,21,22
1,0,0.10000000000000001,0.10000000000000001,2,53,-0.019015277685040521,25,25,22,23
1,0,0.10000000000000001,0.10000000000000001,2,54,-0.010511360164423555,25,22,22,23
1,0,0.10000000000000001,0.10000000000000001,2,55,-0.010035323374143257,25,22,23,25
1,0,0.10000000000000001,0.10000000000000001,2,56,-0.01322804351064244,22,21,25,23
1,0,0.10000000000000001,0.10000000000000001,2,57,-0.012021190104519519,25,22,25,25
1,0,0.10000000000000001,0.10000000000000001,2,58,-0.0070945957127483972,22,25,22,23
1,0,0.10000000000000001,0.10000000000000001,2,59,-0.0065693428538828869,21,22,21,21
1,0,0.10000000000000001,0.10000000000000001,2,60,-0.010833999027772157,21,22,25,22
1,0,0.10000000000000001,0.10000000000000001,2,61,-0.013119080249520909,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,62,-0.0071612464657380137,22,24,22,22
1,0,0.10000000000000001,0.10000000000000001,2,63,-0.0095515418651357376,25,24,25,25
1,0,0.10000000000000001,0.10000000000000001,2,64,-0.011285072301230104,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,65,-0.01217210427383919,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,66,-0.018325925011084765,25,25,21,25
1,0,0.10000000000000001,0.10000000000000001,2,67,-0.01477966688136223,25,25,22,25
1,0,0.10000000000000001,0.10000000000000001,2,68,-0.015842117422928848,22,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,69,-0.0092980698555065189,21,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,70,-0.0099995535232857424,23,25,23,25
1,0,0.10000000000000001,0.10000000000000001,2,71,-0.010319358629164777,25,22,25,23
1,0,0.10000000000000001,0.10000000000000001,2,72,-0.011629557037891036,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,73,-0.0089915179543003099,25,24,25,25
1,0,0.10000000000000001,0.10000000000000001,2,74,-0.011062475393025073,25,25,23,25
1,0,0.10000000000000001,0.10000000000000001,2,75,-0.014329928914105006,21,21,21,21
1,0,0.10000000000000001,0.10000000000000001,2,76,-0.017638521300994858,21,22,21,21
1,0,0.10000000000000001,0.10000000000000001,2,77,-0.0139544142451693,23,22,25,25
1,0,0.10000000000000001,0.10000000000000001,2,78,-0.018515384995114958,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,79,-0.0068392742740623902,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,80,-0.018756489984216751,21,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,81,-0.0089213707661695008,24,22,25,23
1,0,0.10000000000000001,0.10000000000000001,2,82,-0.012542844032149114,22,22,25,22
1,0,0.10000000000000001,0.10000000000000001,2,83,-0.010190311555170251,22,22,22,22
1,0,0.10000000000000001,0.10000000000000001,2,84,-0.0068780223786391037,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,85,-0.0067925316788144396,23,23,21,22
1,0,0.10000000000000001,0.10000000000000001,2,86,-0.0086110818530527045,25,21,21,22
1,0,0.10000000000000001,0.10000000000000001,2,87,-0.004512998110866695,21,21,23,22
1,0,0.10000000000000001,0.10000000000000001,2,88,-0.016378564789037098,23,24,21,22
1,0,0.10000000000000001,0.10000000000000001,2,89,-0.013488355605305813,25,23,21,22
1,0,0.10000000000000001,0.10000000000000001,2,90,-0.0084986005033436118,25,25,22,25
1,0,0.10000000000000001,0.10000000000000001,2,91,-0.012368931461339772,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,92,-0.014450863650690371,22,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,93,-0.014008779597064924,25,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,94,-0.010902720215678618,21,25,25,25
1,0,0.10000000000000001,0.10000000000000001,2,95,-0.010697588578275186,21,21,25,22
1,0,0.10000000000000001,0.10000000000000001,2,96,-0.0077645128230781069,25,22,22,22
1,0,0.10000000000000001,0.10000000000000001,2,97,-0.013726541416051674,25,22,25,25
1,0,0.10000000000000001,0.10000000000000001,2,98,-0.0042920461821309708,21,23,22,22
1,0,0.10000000000000001,0.10000000000000001,2,99,-0.009182888944978318,25,22,21,23
1,0,0.10000000000000001,0.10000000000000001,2,100,-0.01518885596584818,25,21,22,22
1,0,0.20000000000000001,0.10000000000000001,1,1,-0.019768789793427111,25,19,25,25
1,0,0.20000000000000001,0.10000000000000001,1,2,-0.01495996257749832,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,3,-0.022475243157153324,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,4,-0.0050716069039384859,25,22,21,22
1,0,0.20000000000000001,0.10000000000000001,1,5,-0.010416036456792899,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,6,-0.0040822697076980941,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,7,-0.0085824179049516225,25,25,22,25
1,0,0.20000000000000001,0.10000000000000001,1,8,-0.025180928177978901,20,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,9,-0.012818736586879931,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,10,-0.0090263724044978844,25,24,25,25
1,0,0.20000000000000001,0.10000000000000001,1,11,-0.013821900308021329,23,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,12,-0.017447611422604536,22,21,25,22
1,0,0.20000000000000001,0.10000000000000001,1,13,-0.025975261159474794,22,22,25,22
1,0,0.20000000000000001,0.10000000000000001,1,14,-0.0048747613131880918,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,15,-0.0060909857541655565,21,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,16,-0.020075104877522509,25,21,25,25
1,0,0.20000000000000001,0.10000000000000001,1,17,-0.0073924673477074876,22,21,22,21
1,0,0.20000000000000001,0.10000000000000001,1,18,-0.021095746136443383,25,21,21,22
1,0,0.20000000000000001,0.10000000000000001,1,19,-0.010605048308331533,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,20,-0.011125873321142787,25,24,25,25
1,0,0.20000000000000001,0.10000000000000001,1,21,-0.0052376090848129664,25,25,22,25
1,0,0.20000000000000001,0.10000000000000001,1,22,-0.0053901319292579686,21,25,21,21
1,0,0.20000000000000001,0.10000000000000001,1,23,-0.0024637060721746096,22,21,21,21
1,0,0.20000000000000001,0.10000000000000001,1,24,-0.0080511871324733253,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,25,-0.021106198167601287,21,20,25,21
1,0,0.20000000000000001,0.10000000000000001,1,26,-0.0082159537894321844,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,27,-0.0024981288396186407,21,21,21,21
1,0,0.20000000000000001,0.10000000000000001,1,28,-0.010126689659201826,21,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,29,-0.010559862511262841,21,20,21,21
1,0,0.20000000000000001,0.10000000000000001,1,30,0.00043430406975042413,20,25,20,21
1,0,0.20000000000000001,0.10000000000000001,1,31,-0.012037110701811127,21,25,20,22
1,0,0.20000000000000001,0.10000000000000001,1,32,-0.028253687917414005,25,22,21,24
1,0,0.20000000000000001,0.10000000000000001,1,33,-0.0022044645001773056,21,22,20,21
1,0,0.20000000000000001,0.10000000000000001,1,34,-0.00055541568959172061,22,21,23,22
1,0,0.20000000000000001,0.10000000000000001,1,35,-0.015203286965798979,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,36,-0.025266629531398355,22,20,25,21
1,0,0.20000000000000001,0.10000000000000001,1,37,-0.0078737096776755333,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,38,-0.0059671967518075686,20,21,25,21
1,0,0.20000000000000001,0.10000000000000001,1,39,-0.011501512523209412,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,40,-0.013031166426792806,23,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,41,-0.01844673301847255,25,24,25,25
1,0,0.20000000000000001,0.10000000000000001,1,42,-0.017280671019056282,20,25,25,22
1,0,0.20000000000000001,0.10000000000000001,1,43,-0.011857408151795923,23,25,22,25
1,0,0.20000000000000001,0.10000000000000001,1,44,-0.014299134705915373,20,25,22,21
1,0,0.20000000000000001,0.10000000000000001,1,45,-0.012570569533977727,21,21,21,21
1,0,0.20000000000000001,0.10000000000000001,1,46,-0.0095250538086963932,25,22,21,22
1,0,0.20000000000000001,0.10000000000000001,1,47,-0.019812023845438453,21,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,48,-0.0081628238109603402,25,21,22,23
1,0,0.20000000000000001,0.10000000000000001,1,49,-0.015710560603324764,25,25,23,25
1,0,0.20000000000000001,0.10000000000000001,1,50,-0.018885264746851149,25,24,25,25
1,0,0.20000000000000001,0.10000000000000001,1,51,-0.017040200199202493,21,25,20,21
1,0,0.20000000000000001,0.10000000000000001,1,52,-0.013385955446281628,25,21,21,21
1,0,0.20000000000000001,0.10000000000000001,1,53,-0.034390922806762259,25,21,25,22
1,0,0.20000000000000001,0.10000000000000001,1,54,-0.0098084948180217069,25,22,21,23
1,0,0.20000000000000001,0.10000000000000001,1,55,-0.009656778986501191,23,25,22,23
1,0,0.20000000000000001,0.10000000000000001,1,56,-0.01044131065463727,22,25,25,23
1,0,0.20000000000000001,0.10000000000000001,1,57,-0.0067844655386648522,25,21,22,22
1,0,0.20000000000000001,0.10000000000000001,1,58,-0.003554439124531461,23,25,23,25
1,0,0.20000000000000001,0.10000000000000001,1,59,-0.0066043060352889427,25,23,22,23
1,0,0.20000000000000001,0.10000000000000001,1,60,-0.015535444105124974,21,22,25,22
1,0,0.20000000000000001,0.10000000000000001,1,61,-0.012914753716545269,25,25,23,25
1,0,0.20000000000000001,0.10000000000000001,1,62,-0.010225496116236688,24,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,63,-0.0079173561354353161,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,64,-0.012667228058531599,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,65,-0.018135930841033376,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,66,-0.026970600013395352,25,25,21,25
1,0,0.20000000000000001,0.10000000000000001,1,67,-0.017320840290887096,22,25,20,23
1,0,0.20000000000000001,0.10000000000000001,1,68,-0.014367967327700404,21,25,22,22
1,0,0.20000000000000001,0.10000000000000001,1,69,-0.010004825139389384,23,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,70,-0.013232461786672367,25,25,23,25
1,0,0.20000000000000001,0.10000000000000001,1,71,-0.010143840714493813,23,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,72,-0.010312823154344786,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,73,-0.0083001402002225166,21,22,25,25
1,0,0.20000000000000001,0.10000000000000001,1,74,-0.0051717756916360713,20,21,21,21
1,0,0.20000000000000001,0.10000000000000001,1,75,-0.010691539130425198,21,22,21,21
1,0,0.20000000000000001,0.10000000000000001,1,76,-0.018899072183010679,21,22,21,21
1,0,0.20000000000000001,0.10000000000000001,1,77,-0.022062216998931294,21,23,24,22
1,0,0.20000000000000001,0.10000000000000001,1,78,-0.019202332068944727,25,25,22,25
1,0,0.20000000000000001,0.10000000000000001,1,79,-0.010893899401724472,21,20,25,21
1,0,0.20000000000000001,0.10000000000000001,1,80,-0.020639329678792118,22,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,81,-0.01698617102530342,20,25,25,22
1,0,0.20000000000000001,0.10000000000000001,1,82,-0.015209439118261558,25,22,25,24
1,0,0.20000000000000001,0.10000000000000001,1,83,-0.0048444980897983658,21,23,25,25
1,0,0.20000000000000001,0.10000000000000001,1,84,-0.0077752581356813621,25,22,25,25
1,0,0.20000000000000001,0.10000000000000001,1,85,-0.007928519534084133,25,25,21,23
1,0,0.20000000000000001,0.10000000000000001,1,86,-0.0049649259011901314,25,24,22,23
1,0,0.20000000000000001,0.10000000000000001,1,87,0.017185369635961067,20,20,21,20
1,0,0.20000000000000001,0.10000000000000001,1,88,-0.03234904168396846,22,25,22,23
1,0,0.20000000000000001,0.10000000000000001,1,89,-0.019044053283002293,25,25,24,25
1,0,0.20000000000000001,0.10000000000000001,1,90,-0.00967278253463566,25,25,23,25
1,0,0.20000000000000001,0.10000000000000001,1,91,-0.019077610390267452,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,92,-0.02084975542539369,25,21,25,25
1,0,0.20000000000000001,0.10000000000000001,1,93,-0.012085104559201199,25,22,25,25
1,0,0.20000000000000001,0.10000000000000001,1,94,-0.01009622220970674,23,25,25,25
1,0,0.20000000000000001,0.10000000000000001,1,95,-0.02021207632692823,23,20,21,21
1,0,0.20000000000000001,0.10000000000000001,1,96,-0.010009037443631463,25,21,25,25
1,0,0.20000000000000001,0.10000000000000001,1,97,-0.023104050862846837,22,20,25,22
1,0,0.20000000000000001,0.10000000000000001,1,98,-0.0052981952866553161,22,22,25,24
1,0,0.20000000000000001,0.10000000000000001,1,99,-0.0075543979675785078,23,21,21,21
1,0,0.20000000000000001,0.10000000000000001,1,100,-0.023917288230765887,25,21,25,25
1,0,0.20000000000000001,0.10000000000000001,2,1,-0.0084432408170378448,21,22,25,22
1,0,0.20000000000000001,0.10000000000000001,2,2,-0.012633633061138738,23,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,3,-0.016785543876164599,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,4,-0.0057666187493929932,25,22,22,22
1,0,0.20000000000000001,0.10000000000000001,2,5,-0.0090025644870594945,24,22,25,25
1,0,0.20000000000000001,0.10000000000000001,2,6,-0.0063048555458060651,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,7,-0.0080618807694272654,22,23,22,22
1,0,0.20000000000000001,0.10000000000000001,2,8,-0.018603415252409716,21,25,24,23
1,0,0.20000000000000001,0.10000000000000001,2,9,-0.011491770776380639,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,10,-0.0075095266182536591,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,11,-0.010467486026152217,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,12,-0.012346268509819014,23,22,25,25
1,0,0.20000000000000001,0.10000000000000001,2,13,-0.016183943928836264,25,22,25,25
1,0,0.20000000000000001,0.10000000000000001,2,14,-0.0054613225685535838,22,25,23,23
1,0,0.20000000000000001,0.10000000000000001,2,15,-0.0076677567426781668,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,16,-0.01199461781990685,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,17,-0.009852767015212649,25,23,25,25
1,0,0.20000000000000001,0.10000000000000001,2,18,-0.011003745507040197,25,25,23,25
1,0,0.20000000000000001,0.10000000000000001,2,19,-0.009333890446659332,25,22,25,25
1,0,0.20000000000000001,0.10000000000000001,2,20,-0.010431625368863218,25,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,21,-0.010300112762785529,25,25,22,25
1,0,0.20000000000000001,0.10000000000000001,2,22,-0.0090849958635113026,25,25,22,25
1,0,0.20000000000000001,0.10000000000000001,2,23,-0.0085885668620819811,25,25,22,25
1,0,0.20000000000000001,0.10000000000000001,2,24,-0.010486840532146546,23,23,25,25
1,0,0.20000000000000001,0.10000000000000001,2,25,-0.0093966487460639403,25,21,25,22
1,0,0.20000000000000001,0.10000000000000001,2,26,-0.013390254084386211,22,25,23,24
1,0,0.20000000000000001,0.10000000000000001,2,27,-0.0061384170684952721,21,21,23,21
1,0,0.20000000000000001,0.10000000000000001,2,28,-0.0078451839730733219,22,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,29,-0.010473796569823834,24,21,22,22
1,0,0.20000000000000001,0.10000000000000001,2,30,-0.0084055675660519302,20,22,21,21
1,0,0.20000000000000001,0.10000000000000001,2,31,-0.010953758853752049,22,22,22,22
1,0,0.20000000000000001,0.10000000000000001,2,32,-0.020400210264553076,23,25,25,25
1,0,0.20000000000000001,0.10000000000000001,2,33,-0.0072607695816151452,21,25,23,22
1,0,0.20000000000000001,0.10000000000000001,2,34,-0.0058959728816199153,22,23,23,22
1,0,0.20000000000000001,0.10000000000000001,2,35,-0.012039942199834064,22,22,25,22
1,0,0.20000000000000001,0.10000000000000001,2,36,-0.017813180940035922,25,21,25,23
1,0,0.20000000000000001,0.10000000000000001,2,37,-0.011903318065915602,24,23,25,25
1,0,0.20000000000000001,0.10000000000000001,2,38,-0.0045285284139926496,22,23,22,22
