network,eta,s_init,s_temporal,condition,rep,r2,lambdaIndex1,lambdaIndex2,lambdaIndex3,fullLambdaIndex
5,0,0.10000000000000001,0.20000000000000001,2,18,-0.0094141884498439854,23,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,19,-0.0090097627934473401,22,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,20,-0.01209355264506784,25,22,23,23
5,0,0.10000000000000001,0.20000000000000001,2,21,-0.0091621292897008377,25,25,22,24
5,0,0.10000000000000001,0.20000000000000001,2,22,-0.011698613718269746,22,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,23,-0.013340666340043938,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,24,-0.0094217889243666253,25,23,25,25
5,0,0.10000000000000001,0.20000000000000001,2,25,-0.0097821259541874817,22,21,22,22
5,0,0.10000000000000001,0.20000000000000001,2,26,-0.0090005529948677943,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,27,-0.011627096963419792,25,25,23,25
5,0,0.10000000000000001,0.20000000000000001,2,28,-0.0078806621377294217,22,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,29,-0.011069005561094247,23,22,22,22
5,0,0.10000000000000001,0.20000000000000001,2,30,-0.0095572615347565559,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,31,-0.0087222535733930684,25,25,22,25
5,0,0.10000000000000001,0.20000000000000001,2,32,-0.0088221904248455552,22,25,22,23
5,0,0.10000000000000001,0.20000000000000001,2,33,-0.011318809558171772,25,21,23,22
5,0,0.10000000000000001,0.20000000000000001,2,34,-0.0092495289929841462,23,22,21,22
5,0,0.10000000000000001,0.20000000000000001,2,35,-0.0072007032389485026,22,22,21,22
5,0,0.10000000000000001,0.20000000000000001,2,36,-0.0073437924027108803,23,25,24,25
5,0,0.10000000000000001,0.20000000000000001,2,37,-0.0081620736246790226,23,25,24,23
5,0,0.10000000000000001,0.20000000000000001,2,38,-0.012123689655093361,25,24,25,25
5,0,0.10000000000000001,0.20000000000000001,2,39,-0.0092496715387240247,25,22,24,24
5,0,0.10000000000000001,0.20000000000000001,2,40,-0.011740832151597491,25,25,23,25
5,0,0.10000000000000001,0.20000000000000001,2,41,-0.010592424753401941,24,22,25,23
5,0,0.10000000000000001,0.20000000000000001,2,42,-0.011759255408134273,22,23,25,23
5,0,0.10000000000000001,0.20000000000000001,2,43,-0.0090858353364922095,24,23,22,22
5,0,0.10000000000000001,0.20000000000000001,2,44,-0.014151015281249402,25,22,22,22
5,0,0.10000000000000001,0.20000000000000001,2,45,-0.012467054075700368,25,22,22,22
5,0,0.10000000000000001,0.20000000000000001,2,46,-0.0067233095196777004,23,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,47,-0.0070017293874558018,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,48,-0.0080281443523113616,25,23,25,25
5,0,0.10000000000000001,0.20000000000000001,2,49,-0.0094112791176392818,25,22,25,25
5,0,0.10000000000000001,0.20000000000000001,2,50,-0.01316839116749402,25,23,25,25
5,0,0.10000000000000001,0.20000000000000001,2,51,-0.01034305336096919,24,25,23,24
5,0,0.10000000000000001,0.20000000000000001,2,52,-0.013901097274832797,25,23,25,25
5,0,0.10000000000000001,0.20000000000000001,2,53,-0.0090086138310221386,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,54,-0.01612951184347855,25,25,22,25
5,0,0.10000000000000001,0.20000000000000001,2,55,-0.012923918475141516,25,23,22,23
5,0,0.10000000000000001,0.20000000000000001,2,56,-0.010265875018573567,22,25,22,22
5,0,0.10000000000000001,0.20000000000000001,2,57,-0.011730621054145685,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,58,-0.01205807794047864,25,25,21,23
5,0,0.10000000000000001,0.20000000000000001,2,59,-0.0095550545179048374,25,22,25,23
5,0,0.10000000000000001,0.20000000000000001,2,60,-0.009245916276570787,25,24,23,24
5,0,0.10000000000000001,0.20000000000000001,2,61,-0.010859438774785568,25,22,22,23
5,0,0.10000000000000001,0.20000000000000001,2,62,-0.0095568908975058875,23,22,23,22
5,0,0.10000000000000001,0.20000000000000001,2,63,-0.0097430073197093403,23,22,25,23
5,0,0.10000000000000001,0.20000000000000001,2,64,-0.014155387349874538,23,22,22,22
5,0,0.10000000000000001,0.20000000000000001,2,65,-0.010836929704363119,25,22,25,25
5,0,0.10000000000000001,0.20000000000000001,2,66,-0.017149525329587245,25,22,22,23
5,0,0.10000000000000001,0.20000000000000001,2,67,-0.011726239493897062,22,24,25,24
5,0,0.10000000000000001,0.20000000000000001,2,68,-0.0081199282278665574,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,69,-0.019355852769388893,22,23,22,22
5,0,0.10000000000000001,0.20000000000000001,2,70,-0.011815397720453813,22,24,25,25
5,0,0.10000000000000001,0.20000000000000001,2,71,-0.010746059050792178,22,23,21,22
5,0,0.10000000000000001,0.20000000000000001,2,72,-0.010047899933544269,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,73,-0.0084913319752302208,22,25,22,23
5,0,0.10000000000000001,0.20000000000000001,2,74,-0.011253029527991121,25,23,25,25
5,0,0.10000000000000001,0.20000000000000001,2,75,-0.010358023540626204,22,25,25,24
5,0,0.10000000000000001,0.20000000000000001,2,76,-0.0098462172400768377,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,77,-0.012193322357697545,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,78,-0.010728554150619685,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,79,-0.0074395661859565365,23,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,80,-0.0063592794337443692,25,22,25,25
5,0,0.10000000000000001,0.20000000000000001,2,81,-0.0092466914063547012,24,23,22,23
5,0,0.10000000000000001,0.20000000000000001,2,82,-0.0084744908254132945,25,21,25,23
5,0,0.10000000000000001,0.20000000000000001,2,83,-0.011904599942263783,25,25,22,25
5,0,0.10000000000000001,0.20000000000000001,2,84,-0.011112153987268503,23,22,25,23
5,0,0.10000000000000001,0.20000000000000001,2,85,-0.010713122990047008,25,23,25,25
5,0,0.10000000000000001,0.20000000000000001,2,86,-0.013014915989703058,22,22,25,22
5,0,0.10000000000000001,0.20000000000000001,2,87,-0.0088047997938924816,25,23,25,25
5,0,0.10000000000000001,0.20000000000000001,2,88,-0.0089279443091203614,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,89,-0.016152997095116417,25,24,25,25
5,0,0.10000000000000001,0.20000000000000001,2,90,-0.0092351918647053388,23,22,25,23
5,0,0.10000000000000001,0.20000000000000001,2,91,-0.0094574382690479908,23,25,22,23
5,0,0.10000000000000001,0.20000000000000001,2,92,-0.010902937592655704,25,25,25,25
5,0,0.10000000000000001,0.20000000000000001,2,93,-0.010502309298348722,23,23,22,23
5,0,0.10000000000000001,0.20000000000000001,2,94,-0.0088794589046254924,22,25,23,23
5,0,0.10000000000000001,0.20000000000000001,2,95,-0.0098836998332998416,22,25,25,23
5,0,0.10000000000000001,0.20000000000000001,2,96,-0.013082455646072244,23,25,22,23
5,0,0.10000000000000001,0.20000000000000001,2,97,-0.016161935699667174,21,25,24,23
5,0,0.10000000000000001,0.20000000000000001,2,98,-0.0050569953556403036,23,22,25,25
5,0,0.10000000000000001,0.20000000000000001,2,99,-0.011858359502896043,23,22,22,22
5,0,0.10000000000000001,0.20000000000000001,2,100,-0.012092675111263551,25,22,25,25
5,1,0.050000000000000003,0.10000000000000001,1,1,-0.0015237139795916121,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,2,-0.0066791936442880395,21,19,19,20
5,1,0.050000000000000003,0.10000000000000001,1,3,-0.035214033690840418,19,25,25,22
5,1,0.050000000000000003,0.10000000000000001,1,4,-0.0056050913650809164,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,5,-0.007789747046193618,20,20,25,21
5,1,0.050000000000000003,0.10000000000000001,1,6,-0.0097571483310558982,22,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,7,-0.012514408132996646,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,1,8,-0.012069173693001867,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,9,-0.0082166288694138778,21,25,25,22
5,1,0.050000000000000003,0.10000000000000001,1,10,-0.021756977671653077,21,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,11,-0.0083618918975891798,19,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,12,-0.029983827752159353,20,25,21,22
5,1,0.050000000000000003,0.10000000000000001,1,13,-0.011374684962348169,23,20,22,22
5,1,0.050000000000000003,0.10000000000000001,1,14,-0.012918655735753237,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,15,-0.032097040015844236,20,20,25,25
5,1,0.050000000000000003,0.10000000000000001,1,16,-0.017046732237248952,25,19,20,21
5,1,0.050000000000000003,0.10000000000000001,1,17,-0.012612926866074403,19,25,25,22
5,1,0.050000000000000003,0.10000000000000001,1,18,-0.0064453357975418069,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,19,-0.0062796178650843526,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,1,20,-0.016499685399475217,20,20,19,20
5,1,0.050000000000000003,0.10000000000000001,1,21,-0.013728464258415007,20,22,25,22
5,1,0.050000000000000003,0.10000000000000001,1,22,-0.016942233323032907,25,23,22,25
5,1,0.050000000000000003,0.10000000000000001,1,23,-0.021547487388777764,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,24,-0.0061912698729675864,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,25,-0.017893784745260044,19,20,25,20
5,1,0.050000000000000003,0.10000000000000001,1,26,-0.0046461083551740945,22,20,20,20
5,1,0.050000000000000003,0.10000000000000001,1,27,-0.011425841834693973,21,25,19,22
5,1,0.050000000000000003,0.10000000000000001,1,28,-0.0074090396979993312,25,25,23,25
5,1,0.050000000000000003,0.10000000000000001,1,29,-0.0092129980081643303,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,1,30,-0.023234915395935252,25,25,20,21
5,1,0.050000000000000003,0.10000000000000001,1,31,-0.012433931436785395,20,25,19,20
5,1,0.050000000000000003,0.10000000000000001,1,32,0.0036748233965522292,21,21,20,20
5,1,0.050000000000000003,0.10000000000000001,1,33,-0.009695468644481231,21,19,24,20
5,1,0.050000000000000003,0.10000000000000001,1,34,-0.030664682059030834,21,18,25,21
5,1,0.050000000000000003,0.10000000000000001,1,35,-0.0082055506824676439,19,19,25,19
5,1,0.050000000000000003,0.10000000000000001,1,36,-0.011613052623093312,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,37,-0.0082988496985594296,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,38,-0.013199106587599152,25,25,20,25
5,1,0.050000000000000003,0.10000000000000001,1,39,-0.0029175236629368495,25,20,18,20
5,1,0.050000000000000003,0.10000000000000001,1,40,-0.006938372883943611,21,25,23,24
5,1,0.050000000000000003,0.10000000000000001,1,41,-0.0059826030816751974,24,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,42,-0.011390720236260643,22,25,21,23
5,1,0.050000000000000003,0.10000000000000001,1,43,-0.010953185304192203,19,21,18,20
5,1,0.050000000000000003,0.10000000000000001,1,44,-0.0063839478038500985,25,22,25,25
5,1,0.050000000000000003,0.10000000000000001,1,45,-0.0075429229665224806,20,21,21,21
5,1,0.050000000000000003,0.10000000000000001,1,46,-0.0089309136339446038,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,47,-0.0043094664751270884,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,48,-0.0041174644873165356,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,1,49,-0.0095145023818850039,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,1,50,-0.022576392646159738,25,22,25,25
5,1,0.050000000000000003,0.10000000000000001,1,51,-0.017089884127078347,20,25,25,22
5,1,0.050000000000000003,0.10000000000000001,1,52,-0.05643645397767072,25,17,25,25
5,1,0.050000000000000003,0.10000000000000001,1,53,-0.012861186527540758,25,21,25,22
5,1,0.050000000000000003,0.10000000000000001,1,54,-0.029021998954517958,21,20,20,21
5,1,0.050000000000000003,0.10000000000000001,1,55,-0.013934698255416711,21,25,25,23
5,1,0.050000000000000003,0.10000000000000001,1,56,-0.0019266152605788012,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,1,57,-0.0082134804622269186,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,1,58,-0.0095108427879020407,25,20,25,25
5,1,0.050000000000000003,0.10000000000000001,1,59,-0.03550646889925968,25,19,18,19
5,1,0.050000000000000003,0.10000000000000001,1,60,-0.019613860756205748,22,21,25,22
5,1,0.050000000000000003,0.10000000000000001,1,61,-0.010429848633054739,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,1,62,-0.015082703579808676,25,19,20,21
5,1,0.050000000000000003,0.10000000000000001,1,63,-0.021165698077634243,20,19,25,21
5,1,0.050000000000000003,0.10000000000000001,1,64,-0.016558080831055699,25,25,22,25
5,1,0.050000000000000003,0.10000000000000001,1,65,-0.012828557601728185,19,20,25,20
5,1,0.050000000000000003,0.10000000000000001,1,66,-0.020011450159993505,20,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,67,-0.021086330772270845,21,25,25,23
5,1,0.050000000000000003,0.10000000000000001,1,68,-0.0073457894385369205,20,20,20,20
5,1,0.050000000000000003,0.10000000000000001,1,69,-0.035593441448421137,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,70,-0.018638965239156979,20,21,25,21
5,1,0.050000000000000003,0.10000000000000001,1,71,-0.0050151767726598351,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,72,-0.007231227172176391,20,25,25,22
5,1,0.050000000000000003,0.10000000000000001,1,73,-0.0091885424455824261,20,20,25,21
5,1,0.050000000000000003,0.10000000000000001,1,74,-0.014615206428745253,25,25,20,25
5,1,0.050000000000000003,0.10000000000000001,1,75,-0.013775823121176867,25,25,20,25
5,1,0.050000000000000003,0.10000000000000001,1,76,-0.021265036240404545,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,77,-0.010307248683968151,20,25,25,22
5,1,0.050000000000000003,0.10000000000000001,1,78,-0.0077251566355696077,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,79,-0.0021428589915482021,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,80,-0.0098390430566075437,25,20,25,25
5,1,0.050000000000000003,0.10000000000000001,1,81,-0.010229690294823124,25,21,19,21
5,1,0.050000000000000003,0.10000000000000001,1,82,-0.033544914961017858,25,25,17,21
5,1,0.050000000000000003,0.10000000000000001,1,83,-0.0037676315720927001,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,84,-0.0039597005544449448,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,1,85,-0.020426726287034347,21,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,86,-0.0065865408930083635,22,21,22,21
5,1,0.050000000000000003,0.10000000000000001,1,87,-0.0053108081292270182,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,88,-0.0045428124313044993,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,1,89,-0.030241278410261918,25,22,25,25
5,1,0.050000000000000003,0.10000000000000001,1,90,-0.016212692721748523,22,20,25,25
5,1,0.050000000000000003,0.10000000000000001,1,91,-0.009220451979778721,19,20,25,21
5,1,0.050000000000000003,0.10000000000000001,1,92,-0.0047562096273936483,22,20,25,21
5,1,0.050000000000000003,0.10000000000000001,1,93,-0.010001383375954687,20,25,22,25
5,1,0.050000000000000003,0.10000000000000001,1,94,-0.01065387480419222,20,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,95,-0.011845732209291082,20,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,96,-0.0048953287279738245,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,1,97,-0.006075946434182411,20,21,25,21
5,1,0.050000000000000003,0.10000000000000001,1,98,0.0012873869031818641,22,20,20,21
5,1,0.050000000000000003,0.10000000000000001,1,99,-0.0072162318791830771,25,25,20,25
5,1,0.050000000000000003,0.10000000000000001,1,100,-0.0086915233140862913,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,1,-0.0022715322894879542,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,2,-0.0077729391335541465,24,20,20,21
5,1,0.050000000000000003,0.10000000000000001,2,3,-0.014102068651240529,20,25,25,23
5,1,0.050000000000000003,0.10000000000000001,2,4,-0.0075435128657379558,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,5,-0.0048180338620185115,22,22,25,25
5,1,0.050000000000000003,0.10000000000000001,2,6,-0.0063576493240236065,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,7,-0.012380277666873774,23,23,25,25
5,1,0.050000000000000003,0.10000000000000001,2,8,-0.014692835708829399,21,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,9,-0.0061645303507358307,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,10,-0.01633964665199894,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,11,-0.0065170854551692692,21,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,12,-0.018459147188288005,21,25,23,25
5,1,0.050000000000000003,0.10000000000000001,2,13,-0.0064060031632693359,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,14,-0.01241283433679885,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,15,-0.024843768792144338,21,23,25,22
5,1,0.050000000000000003,0.10000000000000001,2,16,-0.011419796925693282,21,20,22,21
5,1,0.050000000000000003,0.10000000000000001,2,17,-0.0047235658172668504,22,23,23,22
5,1,0.050000000000000003,0.10000000000000001,2,18,-0.0070985333865185574,22,24,21,22
5,1,0.050000000000000003,0.10000000000000001,2,19,-0.0084718174831759363,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,20,-0.01774095240104745,21,20,20,20
5,1,0.050000000000000003,0.10000000000000001,2,21,-0.0093764233804578545,21,21,22,21
5,1,0.050000000000000003,0.10000000000000001,2,22,-0.016710951781184979,22,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,23,-0.016187237216952477,22,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,24,-0.0059534066529349783,25,22,25,25
5,1,0.050000000000000003,0.10000000000000001,2,25,-0.0095974793194715247,20,20,21,20
5,1,0.050000000000000003,0.10000000000000001,2,26,-0.0076465784286441352,22,22,25,23
5,1,0.050000000000000003,0.10000000000000001,2,27,-0.01109900701398181,25,25,20,25
5,1,0.050000000000000003,0.10000000000000001,2,28,-0.0090349173464077115,22,25,21,22
5,1,0.050000000000000003,0.10000000000000001,2,29,-0.0080789225819755117,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,2,30,-0.015087713115139456,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,2,31,-0.010276411063453672,21,25,20,21
5,1,0.050000000000000003,0.10000000000000001,2,32,0.0023604010161968336,21,23,20,21
5,1,0.050000000000000003,0.10000000000000001,2,33,-0.0097895819673687878,25,20,25,21
5,1,0.050000000000000003,0.10000000000000001,2,34,-0.01306926326855673,21,20,25,21
5,1,0.050000000000000003,0.10000000000000001,2,35,-0.0070308305855313336,20,19,21,20
5,1,0.050000000000000003,0.10000000000000001,2,36,-0.0095013458067430001,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,37,-0.012999907098333985,25,20,25,22
5,1,0.050000000000000003,0.10000000000000001,2,38,-0.01298454295199214,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,2,39,-0.0072316132646461639,25,22,20,21
5,1,0.050000000000000003,0.10000000000000001,2,40,-0.010946502175979589,21,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,41,-0.0096853199163351444,20,23,22,21
5,1,0.050000000000000003,0.10000000000000001,2,42,-0.010227119288499731,22,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,43,-0.0052953760582170606,25,21,21,21
5,1,0.050000000000000003,0.10000000000000001,2,44,-0.0086873452642199922,21,25,22,22
5,1,0.050000000000000003,0.10000000000000001,2,45,-0.012490313460157498,22,21,21,21
5,1,0.050000000000000003,0.10000000000000001,2,46,-0.0086439535189117844,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,47,-0.0069147209895359385,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,48,-0.0035603354304885038,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,49,-0.0091518608250680256,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,50,-0.021457510013780601,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,51,-0.0082004729423532652,22,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,52,-0.021429254913509999,25,20,25,22
5,1,0.050000000000000003,0.10000000000000001,2,53,-0.011209940719700162,25,23,25,25
5,1,0.050000000000000003,0.10000000000000001,2,54,-0.02608801652138304,23,21,21,21
5,1,0.050000000000000003,0.10000000000000001,2,55,-0.011972352114674623,23,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,56,-0.0051186046934548202,21,25,21,22
5,1,0.050000000000000003,0.10000000000000001,2,57,-0.0085915266024252368,21,24,25,25
5,1,0.050000000000000003,0.10000000000000001,2,58,-0.0087350867414683897,25,20,25,25
5,1,0.050000000000000003,0.10000000000000001,2,59,-0.014062733571134967,25,20,20,21
5,1,0.050000000000000003,0.10000000000000001,2,60,-0.0147474921092281,25,21,25,24
5,1,0.050000000000000003,0.10000000000000001,2,61,-0.013469016011640633,25,25,21,22
5,1,0.050000000000000003,0.10000000000000001,2,62,-0.01400506428244519,21,20,22,21
5,1,0.050000000000000003,0.10000000000000001,2,63,-0.015507244535284181,21,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,64,-0.017794402845199953,22,25,23,25
5,1,0.050000000000000003,0.10000000000000001,2,65,-0.0091857162238417889,21,25,25,22
5,1,0.050000000000000003,0.10000000000000001,2,66,-0.017444898597484437,20,20,25,22
5,1,0.050000000000000003,0.10000000000000001,2,67,-0.020920110677392412,20,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,68,-0.006792382750782533,21,22,21,21
5,1,0.050000000000000003,0.10000000000000001,2,69,-0.030102969389004253,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,70,-0.015711499353152192,20,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,71,-0.0084835434333792037,25,25,22,25
5,1,0.050000000000000003,0.10000000000000001,2,72,-0.010813691147931515,21,25,21,22
5,1,0.050000000000000003,0.10000000000000001,2,73,-0.0058327449571597967,21,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,74,-0.018479680049700242,25,22,21,25
5,1,0.050000000000000003,0.10000000000000001,2,75,-0.0063978525071495262,25,25,22,25
5,1,0.050000000000000003,0.10000000000000001,2,76,-0.016191011344785844,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,77,-0.0078760291589092812,22,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,78,-0.0067175983536831296,22,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,79,-0.0069860825417977779,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,80,-0.0064821516624853359,25,21,25,23
5,1,0.050000000000000003,0.10000000000000001,2,81,-0.008269520717064438,25,22,20,22
5,1,0.050000000000000003,0.10000000000000001,2,82,-0.014958571919454711,25,22,19,21
5,1,0.050000000000000003,0.10000000000000001,2,83,-0.0091399234436042587,25,25,21,25
5,1,0.050000000000000003,0.10000000000000001,2,84,-0.012115227962536723,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,85,-0.016522005933713002,23,25,23,23
5,1,0.050000000000000003,0.10000000000000001,2,86,-0.015852935376019506,25,20,25,21
5,1,0.050000000000000003,0.10000000000000001,2,87,-0.0079856612542312799,25,21,25,25
5,1,0.050000000000000003,0.10000000000000001,2,88,-0.0056141308293067294,25,21,21,25
5,1,0.050000000000000003,0.10000000000000001,2,89,-0.023237495605131775,25,22,25,25
5,1,0.050000000000000003,0.10000000000000001,2,90,-0.011499759800310816,25,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,91,-0.012020676494462812,20,20,25,21
5,1,0.050000000000000003,0.10000000000000001,2,92,-0.0092462278966962685,25,24,25,25
5,1,0.050000000000000003,0.10000000000000001,2,93,-0.010381477921103999,23,25,22,25
5,1,0.050000000000000003,0.10000000000000001,2,94,-0.011381175453196946,20,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,95,-0.0088326069925435124,22,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,96,-0.009881048698759276,25,25,23,25
5,1,0.050000000000000003,0.10000000000000001,2,97,-0.0076678273278014686,21,25,25,25
5,1,0.050000000000000003,0.10000000000000001,2,98,-0.0062480390388253149,22,20,25,21
5,1,0.050000000000000003,0.10000000000000001,2,99,-0.0092536854327256446,25,21,21,21
5,1,0.050000000000000003,0.10000000000000001,2,100,-0.010866278685875086,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,1,-0.0015256436576611687,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,2,-0.006698971674570009,21,19,19,20
5,1,0.10000000000000001,0.10000000000000001,1,3,-0.035210860555112689,19,25,25,22
5,1,0.10000000000000001,0.10000000000000001,1,4,-0.0056012735428569993,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,5,-0.0078056588605772692,20,20,25,21
5,1,0.10000000000000001,0.10000000000000001,1,6,-0.0097663439339212843,22,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,7,-0.01249427228490374,25,21,25,25
5,1,0.10000000000000001,0.10000000000000001,1,8,-0.012070750546519848,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,9,-0.0082206825360127134,21,25,25,22
5,1,0.10000000000000001,0.10000000000000001,1,10,-0.021771325070026437,21,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,11,-0.0083780134676589846,19,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,12,-0.029985876040165005,20,25,21,22
5,1,0.10000000000000001,0.10000000000000001,1,13,-0.011386179250095108,23,20,22,22
5,1,0.10000000000000001,0.10000000000000001,1,14,-0.012923762613054279,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,15,-0.032115509109138962,20,20,25,25
5,1,0.10000000000000001,0.10000000000000001,1,16,-0.01700493850803797,25,19,20,21
5,1,0.10000000000000001,0.10000000000000001,1,17,-0.012608755348294753,19,25,25,22
5,1,0.10000000000000001,0.10000000000000001,1,18,-0.006454690324805501,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,19,-0.0062894404749085364,25,21,25,25
5,1,0.10000000000000001,0.10000000000000001,1,20,-0.016628528664318853,20,20,19,20
5,1,0.10000000000000001,0.10000000000000001,1,21,-0.01374140145439906,20,22,25,22
5,1,0.10000000000000001,0.10000000000000001,1,22,-0.016951213062571524,25,23,22,25
5,1,0.10000000000000001,0.10000000000000001,1,23,-0.021525793759571421,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,24,-0.0061825789416241062,25,25,25,25
5,1,0.10000000000000001,0.10000000000000001,1,25,-0.017849008383693077,19,20,25,20
5,1,0.10000000000000001,0.10000000000000001,1,26,-0.0046035244901365679,22,20,20,20
5,1,0.10000000000000001,0.10000000000000001,1,27,-0.011425271735578724,21,25,19,22
5,1,0.10000000000000001,0.10000000000000001,1,28,-0.0073950838740479696,25,25,23,25
5,1,0.10000000000000001,0.10000000000000001,1,29,-0.0092143877194788004,25,25,21,25
5,1,0.10000000000000001,0.10000000000000001,1,30,-0.023215387415143507,25,25,20,21
